Y_inf,Y_sup,alpha_t
25.808423599999898,39.02595640000001,
19.770504239999944,32.92799576000017,
23.427809280000083,36.23649072000009,
25.439331200000105,38.37752880000001,
26.268879039999923,38.58098096000018,
25.77371600000017,38.38830399999994,
25.904308320000084,38.05135168000011,
25.82051888000001,37.83118112000007,
19.26033063999985,31.263349359999992,
18.527870880000204,30.46902912000017,
21.77706600000007,33.43803400000003,
26.195445719999903,37.948074280000164,
19.73989896000021,31.431841039999952,
24.654110200000215,36.105329799999936,
27.602392959999996,38.726047039999905,
25.76961479999991,36.82300519999995,
25.35440848000021,36.296831519999934,
23.89320647999995,34.70577352000007,
27.507491199999894,38.05810879999994,
24.855156200000035,35.35454379999993,
26.372021200000084,36.742578800000054,
27.287165040000083,37.44807496000009,
22.63076928000006,33.633390719999795,
22.964075479999988,34.16740452000015,
26.379062800000234,38.55587719999989,
26.54967260000012,38.54756739999998,
29.75373216000005,41.448187839999974,
31.06821108000013,42.782608919999944,
30.520334320000167,41.923285680000085,
28.746999839999834,40.246520159999946,
29.207202000000095,40.56073799999986,
29.68845656000005,40.84522343999997,
34.59714095999992,45.65993904000007,
36.375355520000205,47.443424479999955,
32.202694559999934,43.113325440000175,
33.95639520000005,44.896864800000166,
29.67985048000008,40.35166951999983,
29.249502999999947,39.771816999999956,
33.52101560000012,44.07242439999994,
39.613331800000026,50.15248819999999,
44.52266280000004,54.887917200000125,
40.98346715999999,51.01443283999991,
38.0361098400001,48.98323016000001,
28.87383271999991,39.768767279999764,
27.618601760000118,38.48109824000001,
31.467845800000084,42.14767420000002,
26.33196600000016,37.02039400000007,
25.865979320000164,36.25550068000002,
33.95947072000019,45.35624927999998,
32.070884120000116,43.54625587999999,
28.151563999999958,39.61605599999988,
29.959303479999967,41.07855652,
29.302661999999987,40.34195800000002,
32.66786724000004,43.57945275999999,
28.996072800000007,40.07720719999993,
28.339731000000043,39.02006900000001,
23.045671360000114,33.70520864000006,
15.742736159999941,27.111783840000193,
26.098273920000125,37.483726080000096,
27.12295780000018,38.303722199999925,
27.57581599999994,38.501584000000086,
26.00548240000013,36.808117600000045,
21.55504688000006,32.41281311999997,
21.29338671999987,32.008113279999954,
20.953437599999866,31.755242399999972,
24.27658160000012,35.02483839999982,
26.59652920000008,36.9810308,
27.34689828000006,37.76632171999999,
27.675994159999863,38.10900584000008,
26.399162600000068,36.69715739999988,
24.53422799999987,34.77291199999996,
24.286553999999906,34.601385999999955,
25.74560031999996,35.695239680000086,
30.69864556000003,40.442594440000136,
35.591133600000006,45.216746400000105,
37.97259179999996,47.6419482000002,
33.58859416000003,43.139805840000164,
32.14001376000008,41.53574624,
26.3424813599999,35.76201863999992,
26.971555039999966,36.13046496000002,
28.848438400000152,37.93048160000011,
29.036832800000102,38.02092720000002,
25.817112879999904,34.77804712000002,
25.627169959999986,34.383930039999996,
27.27940848000019,36.068651519999975,
27.547553999999977,36.384485999999995,
29.209850399999965,37.8266696000002,
32.732372960000085,41.931627039999974,
26.57920303999998,35.64843696,
24.756717680000044,33.91008231999993,
27.606669600000046,36.574590400000105,
29.321414920000098,38.17616507999995,
27.527501119999926,37.11603887999998,
29.652274400000206,38.95488559999995,
36.471950400000075,45.95834960000028,
32.10948800000022,41.34467199999997,
28.971785360000045,39.06253464000008,
32.557961120000115,42.739458880000214,
29.36513056000005,39.44876944000022,
23.187575080000087,33.131984919999994,
23.822354400000147,33.54200559999991,
31.155932040000145,40.85728795999996,
29.20719152000021,38.71098848000011,
30.233041280000016,39.77581872000017,
27.43259904000006,37.63714096000007,
24.716360000000122,34.812720000000105,
25.87228896000003,35.83127103999989,
11.940980800000162,22.70237919999999,
31.692459759999963,42.36190023999997,
31.15571748000003,42.03846252000006,
29.493095999999987,39.838384000000026,
30.00131356000005,41.30808644000002,
27.55411887999999,38.885421120000004,
27.017502600000007,38.315457399999936,
24.501542560000132,35.61231743999976,
31.78713159999997,42.61772840000008,
25.680852960000188,37.992967039999954,
22.203553200000115,35.509266800000056,
21.24676880000015,34.29191120000002,
14.04245392000027,27.19080607999976,
20.174170399999973,33.25286960000001,
19.82399332000017,32.67660668000003,
22.043110560000162,34.72496944000008,
31.69821319999993,44.20000679999999,
28.711334320000038,41.031185679999844,
30.89146740000008,43.21455260000003,
28.631787600000003,40.79093239999987,
22.374943759999915,35.80285623999996,
24.38775776000022,37.895502239999715,
33.568223080000166,46.694656919999844,
34.49255720000005,47.44828280000009,
29.961719480000017,42.79340052,
23.477839999999997,36.14350000000004,
26.246410000000175,38.85581000000007,
15.494930960000108,27.531329039999935,
23.083223000000178,36.68327699999992,
33.01017216000007,46.52814784000003,
33.552065680000055,46.80665431999995,
34.56505344000011,47.64884656000008,
32.96108452000013,45.876115480000024,
20.388509199999987,33.127650800000104,
16.36264879999991,29.066371200000148,
16.44149920000001,28.861980800000055,
23.9620217600002,36.349378239999965,
29.631393280000093,41.66824672000005,
36.20011240000001,48.395567600000234,
32.317164960000106,44.209295040000036,
34.357496640000214,46.22326336000007,
31.235476960000128,42.82314303999978,
30.58342372000014,42.24707627999999,
32.29641400000013,43.61088599999998,
36.70392988000016,48.10379011999997,
42.04471240000022,53.11304760000024,
40.22085904000027,52.66968095999999,
44.2253087200003,56.46597128000015,
37.832174200000175,50.05960579999988,
34.96238576000024,47.05819423999974,
45.01352472000015,56.91785528000018,
48.202430000000426,59.855750000000064,
45.55932740000022,57.109972600000056,
42.13001520000022,53.67652480000006,
34.54205500000009,45.77570500000006,
34.28378423999998,45.358115760000054,
33.785913640000075,44.662106360000095,
38.56406224000025,49.51009776000007,
33.110562400000134,43.83233759999993,
31.1835360800001,41.732503920000035,
32.37367732000019,42.845782679999935,
37.07330672000003,47.58649328000003,
33.73331427999996,44.11368572000006,
34.23814400000011,44.47197600000006,
39.43636104000011,49.575278960000034,
45.04796928000012,55.14505072000033,
46.079888760000244,56.165551240000156,
45.27109976000019,55.26830024000015,
40.1776574000001,50.00226260000005,
34.66759384000007,44.53480616000008,
29.66883103999975,39.375968960000066,
29.610353120000116,40.05472687999992,
31.665345439999758,43.157634560000304,
32.8516036,44.055636400000076,
28.90189891999993,39.87366108000007,
25.500848799999716,36.691111200000186,
22.219240240000055,33.218479760000044,
21.415277599999918,32.19090240000015,
29.521955400000106,41.41688459999999,
30.559544480000163,42.32929551999985,
27.70452724000001,39.33033276,
13.599878880000025,26.36154111999992,
15.270301000000075,29.96969899999995,
10.05937520000005,24.541404799999846,
10.407911199999978,24.659248800000007,
9.97598728000008,28.073972719999734,
6.374482720000072,29.45753727999979,
12.207165840000135,35.115774159999894,
12.709797000000233,34.68194299999979,
18.06822975999997,39.026170239999914,
17.191688559999946,37.48605143999992,
17.15395424000011,37.69166575999988,
22.43918024,42.06587975999982,
